bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
405-415,RADIONAVIGATION,5.76,"La fréquence 410 kHz est destinée à la radiogoniométrie dans le service de radionavigation maritime. Les autres services de radionavigation auxquels la bande 405-415 kHz est attribuée ne doivent pas causer de brouillage préjudiciable à la radiogoniométrie dans la bande 406,5-413,5 kHz.",,,Fréquence 410 kHz : fréquence mondiale de radiogoniométrie dans le service de radionavigation maritime (positions des navires et des aéronefs). Cf. no. 5.76 du RR.
415-435,MOBILE MARITIME,5.79,"Dans le service mobile maritime, les bandes de fréquences 415-495 kHz et 505-526,5 kHz sont limitées à la radiotélégraphie et peuvent également être utilisées pour le système NAVDAT conformément à la version la plus récente de la Recommandation UIT-R M.2010, sous réserve d'un accord entre les administrations intéressées et celles dont les services sont susceptibles d'être affectés. Les stations d'émission du système NAVDAT sont limitées aux stations côtières. (CMR-19)",,,Equipements NDB (Non-Directional Beacon) -– radiophare aéronautique non directionnel.
435-472,MOBILE MARITIME,5.79,"Dans le service mobile maritime, les bandes de fréquences 415-495 kHz et 505-526,5 kHz sont limitées à la radiotélégraphie et peuvent également être utilisées pour le système NAVDAT conformément à la version la plus récente de la Recommandation UIT-R M.2010, sous réserve d'un accord entre les administrations intéressées et celles dont les services sont susceptibles d'être affectés. Les stations d'émission du système NAVDAT sont limitées aux stations côtières. (CMR-19)",,,
435-472,MOBILE MARITIME,5.79A,"Lorsqu'elles établissent des stations côtières du service NAVTEX sur les fréquences 490 kHz, 518 kHz et 4 209,5 kHz, les administrations sont instamment invitées à en coordonner les caractéristiques opérationnelles conformément aux procédures de l'Organisation maritime internationale (OMI) (voir la Résolution 339 (Rév. CMR-07)). (CMR-07)",,,
435-472,,5.82,"Dans le service mobile maritime, la fréquence 490 kHz doit être utilisée exclusivement pour l'émission par les stations côtières d'alertes concernant la navigation et la météorologie et de renseignements urgents destinés aux navires, à l'aide de la télégraphie à impression directe à bande étroite. Les conditions d'emploi de la fréquence 490 kHz sont prescrites dans les Articles 31 et 52. En utilisant la bande de fréquences 415-495 kHz pour le service de radionavigation aéronautique, les administrations sont priées de faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. En utilisant la bande de fréquences 472-479 kHz pour le service d'amateur, les administrations doivent faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. (CMR-12)",,,
472-479,MOBILE MARITIME,5.79,"Dans le service mobile maritime, les bandes de fréquences 415-495 kHz et 505-526,5 kHz sont limitées à la radiotélégraphie et peuvent également être utilisées pour le système NAVDAT conformément à la version la plus récente de la Recommandation UIT-R M.2010, sous réserve d'un accord entre les administrations intéressées et celles dont les services sont susceptibles d'être affectés. Les stations d'émission du système NAVDAT sont limitées aux stations côtières. (CMR-19)",5.80B,,
472-479,MOBILE MARITIME,,,5.82,"Dans le service mobile maritime, la fréquence 490 kHz doit être utilisée exclusivement pour l'émission par les stations côtières d'alertes concernant la navigation et la météorologie et de renseignements urgents destinés aux navires, à l'aide de la télégraphie à impression directe à bande étroite. Les conditions d'emploi de la fréquence 490 kHz sont prescrites dans les Articles 31 et 52. En utilisant la bande de fréquences 415-495 kHz pour le service de radionavigation aéronautique, les administrations sont priées de faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. En utilisant la bande de fréquences 472-479 kHz pour le service d'amateur, les administrations doivent faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. (CMR-12)",
472-479,Amateur,5.80A,"La puissance isotrope rayonnée équivalente (p.i.r.e.) maximale des stations du service d'amateur utilisant des fréquences dans la bande 472-479 kHz ne doit pas dépasser 1 W. Les administrations peuvent porter cette limite de p.i.r.e. à 5 W sur les parties de leur territoire éloignées de plus de 800 km des frontières des pays suivants: Algérie, Arabie saoudite, Azerbaïdjan, Bahreïn, Bélarus, Chine, Comores, Djibouti, Egypte, Emirats arabes unis, Fédération de Russie, Iran (République islamique d'), Iraq, Jordanie, Kazakhstan, Koweït, Liban, Libye, Maroc, Mauritanie, Oman, Ouzbékistan, Qatar, République arabe syrienne, Kirghizistan, Somalie, Soudan, Tunisie, Ukraine et Yémen. Dans cette bande de fréquences, les stations du service d'amateur ne doivent pas causer de brouillage préjudiciable aux stations du service de radionavigation aéronautique, ni demander à être protégées vis-à-vis de ces stations. (CMR-12)",5.80B,,
472-479,Amateur,,,5.82,"Dans le service mobile maritime, la fréquence 490 kHz doit être utilisée exclusivement pour l'émission par les stations côtières d'alertes concernant la navigation et la météorologie et de renseignements urgents destinés aux navires, à l'aide de la télégraphie à impression directe à bande étroite. Les conditions d'emploi de la fréquence 490 kHz sont prescrites dans les Articles 31 et 52. En utilisant la bande de fréquences 415-495 kHz pour le service de radionavigation aéronautique, les administrations sont priées de faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. En utilisant la bande de fréquences 472-479 kHz pour le service d'amateur, les administrations doivent faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. (CMR-12)",
472-479,Radionavigation aéronautique,5.80,,5.80B,,
472-479,Radionavigation aéronautique,,,5.82,"Dans le service mobile maritime, la fréquence 490 kHz doit être utilisée exclusivement pour l'émission par les stations côtières d'alertes concernant la navigation et la météorologie et de renseignements urgents destinés aux navires, à l'aide de la télégraphie à impression directe à bande étroite. Les conditions d'emploi de la fréquence 490 kHz sont prescrites dans les Articles 31 et 52. En utilisant la bande de fréquences 415-495 kHz pour le service de radionavigation aéronautique, les administrations sont priées de faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. En utilisant la bande de fréquences 472-479 kHz pour le service d'amateur, les administrations doivent faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. (CMR-12)",
479-495,MOBILE MARITIME,5.79,"Dans le service mobile maritime, les bandes de fréquences 415-495 kHz et 505-526,5 kHz sont limitées à la radiotélégraphie et peuvent également être utilisées pour le système NAVDAT conformément à la version la plus récente de la Recommandation UIT-R M.2010, sous réserve d'un accord entre les administrations intéressées et celles dont les services sont susceptibles d'être affectés. Les stations d'émission du système NAVDAT sont limitées aux stations côtières. (CMR-19)",5.82,"Dans le service mobile maritime, la fréquence 490 kHz doit être utilisée exclusivement pour l'émission par les stations côtières d'alertes concernant la navigation et la météorologie et de renseignements urgents destinés aux navires, à l'aide de la télégraphie à impression directe à bande étroite. Les conditions d'emploi de la fréquence 490 kHz sont prescrites dans les Articles 31 et 52. En utilisant la bande de fréquences 415-495 kHz pour le service de radionavigation aéronautique, les administrations sont priées de faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. En utilisant la bande de fréquences 472-479 kHz pour le service d'amateur, les administrations doivent faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. (CMR-12)",Fréquence 490 kHz : diffusion de renseignements concernant la sécurité en mer par NBDP (Cf. Appendice 15 du RR)
479-495,MOBILE MARITIME,5.79A,"Lorsqu'elles établissent des stations côtières du service NAVTEX sur les fréquences 490 kHz, 518 kHz et 4 209,5 kHz, les administrations sont instamment invitées à en coordonner les caractéristiques opérationnelles conformément aux procédures de l'Organisation maritime internationale (OMI) (voir la Résolution 339 (Rév. CMR-07)). (CMR-07)",,,Fréquence 490 kHz : diffusion de renseignements concernant la sécurité en mer par NBDP (Cf. Appendice 15 du RR)
479-495,Radionavigation aéronautique,,,5.82,"Dans le service mobile maritime, la fréquence 490 kHz doit être utilisée exclusivement pour l'émission par les stations côtières d'alertes concernant la navigation et la météorologie et de renseignements urgents destinés aux navires, à l'aide de la télégraphie à impression directe à bande étroite. Les conditions d'emploi de la fréquence 490 kHz sont prescrites dans les Articles 31 et 52. En utilisant la bande de fréquences 415-495 kHz pour le service de radionavigation aéronautique, les administrations sont priées de faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. En utilisant la bande de fréquences 472-479 kHz pour le service d'amateur, les administrations doivent faire en sorte qu'aucun brouillage préjudiciable ne soit causé à la fréquence 490 kHz. (CMR-12)",Fréquence 490 kHz : diffusion de renseignements concernant la sécurité en mer par NBDP (Cf. Appendice 15 du RR)
495-505,MOBILE MARITIME,5.82C,"La bande de fréquences 495-505 kHz est utilisée pour le système NAVDAT international, conformément à la version la plus récente de la Recommandation UIT-R M.2010.",,,Fréquence 500 kHz : Système NAVDAT de diffusion numérique d'informations sur la sécurité et la sûreté en mer depuis une station côtière. (Cf. Article 28.12 du RR).
"505-526,5",MOBILE MARITIME,5.79,"Dans le service mobile maritime, les bandes de fréquences 415-495 kHz et 505-526,5 kHz sont limitées à la radiotélégraphie et peuvent également être utilisées pour le système NAVDAT conformément à la version la plus récente de la Recommandation UIT-R M.2010, sous réserve d'un accord entre les administrations intéressées et celles dont les services sont susceptibles d'être affectés. Les stations d'émission du système NAVDAT sont limitées aux stations côtières. (CMR-19)",,,
"505-526,5",,5.79A,"Lorsqu'elles établissent des stations côtières du service NAVTEX sur les fréquences 490 kHz, 518 kHz et 4 209,5 kHz, les administrations sont instamment invitées à en coordonner les caractéristiques opérationnelles conformément aux procédures de l'Organisation maritime internationale (OMI) (voir la Résolution 339 (Rév. CMR-07)). (CMR-07)",,,
"505-526,5",,5.84,Les conditions d'emploi de la fréquence 518 kHz par le service mobile maritime sont fixées dans les Articles 31 et 52. (CMR-07),,,
"1 606,5-1 625",FIXE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.","Radiotélégraphie maritime dans la bande 1606,5-1625 kHz pour les stations côtières. (Cf. Art. 52.10 du RR)."
"1 606,5-1 625",MOBILE MARITIME,5.90,"Dans la bande 1 605-1 705 kHz, lorsqu'une station de radiodiffusion de la Région 2 est concernée, la zone de service des stations du service mobile maritime dans la Région 1 doit être limitée à celle assurée par la propagation par onde de sol.",5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.","Radiotélégraphie maritime dans la bande 1606,5-1625 kHz pour les stations côtières. (Cf. Art. 52.10 du RR)."
"1 606,5-1 625",MOBILE TERRESTRE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.","Radiotélégraphie maritime dans la bande 1606,5-1625 kHz pour les stations côtières. (Cf. Art. 52.10 du RR)."
1 635-1 800,FIXE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 1635-1800 kHz pour les stations côtières (Cf. Art.52.10 du RR).
1 635-1 800,MOBILE MARITIME,5.90,"Dans la bande 1 605-1 705 kHz, lorsqu'une station de radiodiffusion de la Région 2 est concernée, la zone de service des stations du service mobile maritime dans la Région 1 doit être limitée à celle assurée par la propagation par onde de sol.",5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 1635-1800 kHz pour les stations côtières (Cf. Art.52.10 du RR).
1 635-1 800,MOBILE TERRESTRE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 1635-1800 kHz pour les stations côtières (Cf. Art.52.10 du RR).
